他天生皮肤白，怎么晒都晒不黑。	伊/是/白肉底/，/按怎/曝/嘛/曝/袂/乌/。
老年人血液的运行比较差。	老大人/血气/较/袂/顺/。
他家很穷，从未见过他穿一套新衣。	𪜶/兜/真/散赤/，/拢/毋捌/看/伊/穿/一/躯/新/衫/。
你不可以这样消遣他。	你/毋通/按呢/共/伊/消遣/。
屋檐下有个蜂窝，要想办法摘除。	帘檐跤/有/一/个/蜂岫/，/爱/想/办法/共/挽掉/。
他这阵子一下长高了许多。	伊/这站仔/做/一下/抽躼起来/。
我们不要胡乱批评别人。	咱/毋通/滥糁/共/人/批评/。
他这次病得很严重。	伊/这/摆/病一下/诚/厉害/。
他很爱揭人的疮疤。	伊/诚/爱/共/人/黜臭/。
儿子如果长大，父母就轻松了。	囡仔/若/大汉/，/爸母/就/轻松矣/。
别跑来跑去！	莫/走/来/走/去啦/！
这个小孩真挑食，什么都不吃。	这/个/囡仔/真/喙白/，/逐/项/都/毋/食/。
小鸟放出笼子。	鸟仔/放/出/笼仔/。
象是陆地上最大的动物。	象/是/陆地/上/上/大/只/的/动物/。
你眼力真差，东西明明就在那里，你还看不到？	你/真/死目/，/物件/现现/伫/遐/，/你/犹/看无/？
冤冤相报何时了。	冤冤仇仇/，/风波/几/时/休/。
顶多亏钱而已。	上济/钱/了去/尔尔/。
我的肚子痛得几乎无法忍受。	我/腹肚/疼/甲/强强/欲/接载/袂牢/。
老师教的你都了解吗？	老师/教的/你/敢/有/明了/？
你不要太累。	你/毋通/伤/碌/。
生活过得很幸福。	日子/过/甲/诚/幸福/。
你进门我就闻到你脚臭味，快去把脚洗一洗！	你/入门/我/就/鼻着/你/的/臭跤液/味/，/紧/去/共/跤/洗洗咧/！
水塞住了放不掉。	水/滞咧/落/袂/掉/。
他怨恨自己年轻时不认真读书。	伊/怨/家己/少年的时/无/认真/读册/。
你难不成是条钱串子吗？一毛钱都不肯出！	无/你/是/钱贯喔/？/一仙五厘/都/袂/出得/！
我今晚要去看电影。	我/下昏/欲/去/看/电影/。
这件衣服我看不上眼。	这/领/衫/我/看/袂/过目/。
不认真，以后就不成器。	无/认真/，/以后/就/毋成物/。
羞！羞！羞！不要脸！	羞/！/羞/！/羞/！/袂见笑/！
那条路太窄，轿车无法通行。	彼/条/路/伤/狭/，/轿车/无法度/通过/。
我的错误造成你的损失，来跟你道歉是应该的。	我/的/错误/造成/你/的/损失/，/来/共/你/会/失礼/是/该然的/。
现在很少看到人拿蚊拍在赶苍蝇了。	这马/罕得/看/着/人/用/蠓捽仔/咧/赶/胡蝇矣/。
我才不想要使祖上蒙羞。	我/才/无/想欲/卸祖公/。
做人要有度量，才会有福报。	做人/爱/有量/，/才/会/有/福报/。
阿芬很顾家，凡事都为家里的人着想。	阿芬/诚/顾家/，/事事项项/拢/为/厝内/咧/拍算/。
说出来要让你羡慕一下。	讲/予/你/鼻芳一下/。
这个畜生！竟然做出这种事情！	这/个/精牲/！/竟然/做出/这/款/代志/！
那张纸被我撕破了。	彼/张/纸/予/我/剺破去矣/。
比武招亲是歌仔戏才有的把戏。	比武/招亲/是/歌仔戏/才/有/的/出/头/。
你进来的时候，顺手关门。	你/入来/的/时/，/绁手/关门/。
他的头发柔软而富有弹性。	伊/的/头毛/软㽎㽎/。
他喝汽水喜欢加冰块。	伊/啉/汽水/爱/掺/冰角/。
我的手指头被浆糊黏住了。	我/的/指头仔/去/予/糊仔/黏牢咧/。
你拿一千元出去，有剩钱回来吗？	你/提/一千/箍/出去/，/有/䞐钱/转来无/？
工厂会赚钱，是因为有很多工人在为老板拼命。	工厂/会/趁钱/，/是/因为/有/真/济/工人/咧/为/头家/卖命/。
若谈到鹅肉冬粉料理，我就会流口水。	若/讲着/鹅肉/冬粉/料理/，/我/就/会/流/喙澜/。
因为他中暑了，我才替他排血治疗。	因为/伊/着痧/，/我/毋才/共/伊/放血/。
我大哥今年要多个孙女婿了。	阮/大兄/今年/欲/加/一个/孙婿矣/。
隔壁又在煎药了！	隔壁/阁/咧/煎药仔矣/！
他整天都在家没出门。	伊/规工/拢/伫/厝里/无/出去/。
她全身穿得火红。	伊/穿/甲/规身躯/红记记/。
我和他约在戏院门口见面。	我/佮/伊/约/伫/戏园/门口/见面/。
你每次都这么说，却每次都做不好。	见摆/你/都/按呢/讲/，/见摆/拢/做/袂/好势/。
我们两个人差不多一样高。	阮/两/个/差不多/平/悬/。
乌贼炒芹菜真好吃。	墨贼仔/炒/芹菜/真/好/食/。
他最喜欢出风头。	伊/上/爱/出风头/。
他做不到三个月就被人换掉。	伊/做/无/三/月日/就/予/人/迁掉/。
把药丸研磨成药粉。	共/药丸/磨/做/药粉/。
他搬走以后我们就不曾联络了。	伊/搬走/了后/阮/就/毋/捌/相揣矣/。
这间房子装潢得不错。	这/间/厝/装潢/了/袂䆀/。
开创银楼需要投下大资本。	开/金仔店/着/落/重本/。
这题的答案在后面。	这/题/的/解答/伫/后面/。
小孩子爱跟屁股。	囡仔人/爱/缀路/。
这是不是你的？	这/是毋是/你的/？
你要小心驾驶。	你/爱/小心/驾驶/。
他没走好，所以跌倒。	伊/行/无/好势/，/就按呢/跋倒/。
这种病症实在很麻烦。	这号/症头/实在/诚/触缠/。
大学毕业之后，大家都各奔东西了。	大学/出业/了后/，/同学/拢/四散去矣/。
没人知道他这样做是什么用意。	无人/知影/伊/按呢/做/是/有/啥物/用意/。
树木的根烂了。	树仔/的/根/烂去矣/。
三吨半的货车扣除车身重量，可以载运大约一千五百公斤的货。	三/吨/半/的/货车/扣除/车身/重量/，/会使/载/大约/一千/五百/公斤/的/货/。
你的事叫我出钱，你说话真是不伦不类。	你/的/代志/叫/我/出/钱/，/你/是/咧/讲/啥物/痟/话/？
祖先有灵，会保佑子孙平安。	祖公/祖妈/有/灵圣/，/会/保庇/囝孙仔/平安/。
说得像真的一样。	讲/甲/若/真的/。
她去台北投靠她姊姊生活。	伊/去/台北/投靠/𪜶/阿姊/。
我儿子满三岁了。	阮/囝/满/三/岁矣/。
过去的事情就这样算了。	过去/的/代志/就按呢/准拄煞/。
他怀孕挺了个大肚子，还是一样四处跑。	伊/揹/一/个/大肚胿/，/嘛/仝款/抛抛走/。
我正在忙，你不要在这里碍事。	我/当咧/无闲/，/你/莫/徛/伫/遮/镇地/。
限制在六十个人。	限制/六十/个/人/。
他说要到台北打拚，谁晓得却有去无回。	伊/讲/欲/去/台北/拍拚/，/结果/煞/有/去/无/回头/。
他走路都弯腰驼背。	伊/行路/拢/痀痀/。
阿明找我去捉蜻蜓。	阿明/招/我/去/拈田婴/。
一个人养活一家人。	一/肢/手/掩/一/家/喙/。
原本我们不相识，去年才彼此认识。	旧底/阮/无/熟似/，/旧年/才/相捌/。
你不是要去买东西，怎么空手回来？	你/毋/是/去/买/物件/，/哪/会/空手/转来/？
饭锅拿去洗一洗。	饭坩/提/去/洗洗咧/。
这条路上先到的那家是诊所。	这/条/路/头到/彼/间/是/医生馆/。
他是在昨天上半夜过世的。	伊/是/伫/昨昏/顶半暝/过身去的/。
我全身上下只有十元而已。	我/规身躯/干焦/十/箍/尔尔/。
你去把桌子擦一下。	你/桌仔/去/拭一下/。
他们两个在耳语什么？	𪜶/两/个/咧/呲/啥物/？
人家在叫你，你好歹也回答一下。	人/咧/叫你/，/你/嘛/共/人/应声一下/。
你最近比较瘦。	你/最近/较/瘦/。
你这样做会遭人批评。	你/按呢/做/会/落人的喙/。
大部分的歌词都有押韵。	大部份/的/歌词/拢/有/押韵/。
执政者多少都有包袱。	执政者/拢/加减/有/包袱仔/。
你是在吵什么？	你/是/咧/啰/啥/？
小妹要保护好哦！	小妹/着/掩咧/！
选举快到了，大家都在谈论政治。	选举/欲/到矣/，/逐家/拢/咧/谈论/政治/。
真不好意思，我不小心把你们的玻璃杯打破了。	诚/歹势/，/我/无拄好/煞/共/恁/的/玻璃/杯仔/摃/破去/。
要一起去游街吗？	欲/做伙/来去/踩街无/？
他想要干什么，早就被所有人料到了。	伊/想欲/创/啥/，/早/就/予/逐家/臆出出矣/。
他大约五十岁左右。	伊/差不多/五十/岁/彼/跤兜/。
少来这套，我不会上你的当。	莫/来/这/套/，/我/予/你/袂/设得/。
我的事情不用你管。	我/的/代志/免/你/插/。
夫妻俩吵架，碗盘摔得破碎不堪。	两/翁仔某/冤家/，/碗盘/摔/甲/碎糊糊/。
你都要走了，别管这么多。	你/都/欲/走矣/，/莫/管/遮/济/。
昨晚轮到我值夜班，今天早上需要补眠。	昨暝/轮着/我/顾暝/，/下早仔/着爱/补眠/。
古时候的人会娶妻、妾，现在已经不能这样。	古早人/会/𤆬/大某/、/细姨/，/这马/已经/袂使/按呢/。
这件事情错的人是你。	这/件/代志/毋着/的/人/是/你/。
现在景气不好，东西都在降价。	这马/景气/䆀/，/物件/拢/咧/落价/。
你这么说没错。	你/按呢/讲/无/毋着/。
叫半天都没人回音。	叫/规半晡/拢/无人/应声/。
你这样遗弃妻儿对吗？	你/按呢/放捒/某囝/敢/着/？
拿刀子把布袋戳破。	攑/刀仔/共/布袋/揬破/。
这条路两旁都有种树。	这/条/路/双爿/拢/有/种/树仔/。
一群小朋友正在那里捉迷藏。	一/阵/囡仔/伫/遐/咧/掩咯鸡/。
你当人家的跑腿，一辈子都不会有出息。	你/做/人/的/马仔/，/一世人/都/袂/出脱/。
你怎么会走这么慢！	你/哪/会/行/遮/慢/！
老板忘了找钱给他。	头家/袂记得/找钱/予伊/。
用填空题来测验学生的语词。	用/塌空/的/题型/来/测验/学生/的/语词/。
今天所有亲戚都来了，奶奶真高兴啊。	今仔日/亲情/族孙/拢/来矣/，/阿妈/足/欢喜的/。
我手上有那间公司的股票。	我/手头/有/彼/间/公司/的/股票/。
眼睛刺激不舒服，好像长针眼了。	目睭/凿凿/，/若/像/是/生/目针/。
这种东西能吃吗？	这/款/物件/敢/会当/祭孤/？
时间不早了。	时间/无早矣/。
警察正在诱引坏人出来。	警察/当咧/钓/歹人/出来/。
我试试看能不能找到他？	我/试看/揣/伊/会/着袂/？
我来挑菜，挑好再给你洗。	我/来/拣菜/，/拣好/才/予/你/洗/。
比较像样的留下来。	较/成物/的/留咧/。
照额度分配工作。	按额/分配/工课/。
这件衣服是那件的双倍价格。	这/领/衫/是/彼/领/的/重倍/价/。
这个汤头的味道不错。	这/个/汤头/的/滋味/袂䆀/。
他欠钱不还，我拿他的脚踏车来抵债。	伊/欠钱/毋/还/，/我/提/伊/的/跤踏车/来/拄/。
这些剩菜全部都打包起来。	遮的/菜尾/拢/共/包起来/。
那些东西让警察拿去检查，看看是不是毒品。	遐/的/物件/予/警察/提去/检验/，/看/是/毋/是/毒/品/。
做生意不可以偷斤减两欺骗顾客。	做生理/毋通/共/人/食秤头/。
让客人方便，客人才会想来。	予/人客/方便/，/人客/才/会/爱/来/。
你做事可不能给我偷工减料。	你/做/代志/是/袂当/共/我/省工/。
这件毛衣是奶奶帮你织的。	这/领/膨纱衫/是/阿妈/共/你/刺的/。
你要认真读书，不要枉费你父亲对你的一片苦心。	你/着/认真/读册/，/毋通/枉费/恁/老爸/对/你/的/苦心/。
你不要在那里做梦了。	你/莫/阁/伫/遐/咧/眠梦矣/。
看到人家夫妻俩感情恩爱，你是在吃醋是吧？	看着/人/翁仔某/的/感情/遐尔仔/好/，/无/，/你/是/咧/食醋/是无/？
那只狗的后脚断一只。	彼只/狗仔/的/后跤/断/一/肢/。
他那个人不太可靠，我看你去找其他人比较好。	伊/彼/个/人/无/啥/可靠/，/我/看/你/去/揣/别人/较/好/。
这间房子登记我的名字。	这/间/厝/徛/我/的/名/。
他在人家背后说坏话。	伊/伫/尻川后/讲/人/的/歹话/。
斟酒要小心点，不要倒太满。	斟/酒/爱/细腻/，/毋通/斟/伤/滇/。
你的肚子怎么这么大？要常运动啦！	你/的/腹肚/哪/会/遐尔/大/圈/？/爱/较/捷/运动咧/！
他牙齿痛，呻吟了一整晚都没睡。	伊/喙齿/疼/，/哼/规/暝/拢/无/困/。
用充气筒来打气。	用/风筒/来/灌风/。
他这个月的收入不少。	伊/这/个/月/的/收入/袂/少/。
你不是那方面的人才。	你/毋/是/彼/种/料/。
只不过责备了他几句话，他就又开始抿嘴想哭了。	干焦/共/伊/讲两句仔/，/伊/就/阁/开始/咧/覕喙矣/。
印彩色的成本会较高，黑白的就好。	印/彩色的/加/真/伤本/，/印/乌白的/就/好/。
我母亲以前是专门在帮人家接生的。	阮/阿母/较早/专门/咧/共/人/抾囡仔/。
我心里那个意中人，是没人可以比得上的。	阮/心/内/彼/个/娘仔/是/无人/通/比并的/。
小鸟飞来飞去。	鸟仔/飞来飞去/。
他突然跑出来，我差一点撞到他。	伊/雄雄/走出来/，/我/险险/共/伊/挵着/。
老师在改簿子。	老师/咧/改/簿仔/。
他就是那么努力，所以才会成功。	伊/就/是/遐尔/拍拚/，/毋才/会/成功/。
我已经支撑不住了。	我/已经/支持/袂/牢/矣/。
我们去看电影好不好？	咱/来去/看/电影/好无/？
古时候有人认为生病是因为冲犯了凶神。	古早/有人/认为/破病/是/因为/犯着/煞神/。
这件衣服的颜色不错。	这/领/衫/的/色水/袂䆀/。
妳今天打扮得这么娇艳，是要去哪？	你/今仔日/妆/甲/遮/妖娇/，/是/欲/去/佗位/？
如果你没带钱，让你先记账。	你/若/无/扎/钱/，/予/你/先/记数/。
我家前面有一间瓦房。	阮/兜/的/头前/有/一/间/大/瓦厝/。
他是专门在放高利贷的。	伊/是/专门/咧/放重利的/。
用纸盒子装糖果饼干。	用/纸箧仔/贮/糖仔饼/。
她的脾气虽然不错，但是不会持家就是不好。	伊/的/性地/是/袂/䆀/，/总是/袂晓/扞家/就/毋/好/。
花五百元，要吃够本。	开/五百/箍/，/爱/食/予/够本/。
这件事情我事先跟他说好了。	这/件/代志/我/代先/佮/伊/讲好矣/。
烫衣服要烫到定型，才会好看。	熨/衫/爱/熨/予/伊/死性/，/才/会/好/看/。
他哀怨的歌声让人想起伤心的事情。	伊/哀怨/的/歌声/予/人/想起/伤心/的/代志/。
用罗盘看方向。	用/罗经/看/方向/。
你别再说下去了。	你/莫/阁/讲落去矣/。
他的生活很困苦。	伊/的/生活/真/困苦/。
三年级有十个班级。	三年仔/有/十/班/。
他杀死人，被判刑。	伊/共/人/刣死/，/予/人/判刑/。
一个人那么大块头！	一/庞/遐/大庞/！
这件事情你去安抚他们一下。	这/件/代志/你/去/共/𪜶/小/挲一下/。
海滩上有很多脚印。	海沙埔顶/有/足/济/跤迹/。
这条巷子看起来小小窄窄的，二十吨的拖车竟然开得过去。	这/条/巷仔/看/都/细细/狭狭/，/二十吨/的/拖车/竟然/驶/会得过/。
这些加起来总共一百元。	遮的/加起来/拢总/一百/箍/。
年纪愈大愈懂事。	愈/济/岁/愈/捌想/。
他躲在黑暗的森林，内心很惊慌。	伊/覕/伫/乌暗/的/树林/，/心内/真/惊惶/。
他侵取老板的钱才会被老板炒鱿鱼。	伊/侵/头家/的/钱/才会/予/头家/刣头/。
外面太阳那么大，你不要在那里晒太阳，快进来！	外口/日头/遐尔/大/，/你/毋通/伫/遐/曝日/，/紧/入来/！
你千万不要误会。	你/千万/毋通/误会/。
这次的工程很顺利。	这/摆/的/工事/真/顺利/。
车子正在叭叭叫。	车/咧/哹哹叫/。
你是做哪一行的？	你/是/做/佗/一/途的/？
自从经商失利，他就像一只丧志落魄的狗，不愿跟朋友来往。	自从/生理/失败/，/伊/就/若/揜尾狗咧/，/拢/无/爱/佮/朋友/来往/。
你不要在那唠叨了，可以吗？	你/莫/阁/伫/遐/念经矣/，/会使无/？
这枝柱子太细了，支撑不住。	这/枝/柱仔/伤/细/枝/，/载/无法得/。
拿橡皮擦擦干净。	提/拊仔/拊/予/伊/清气/。
那一摊卖的水果比较便宜。	彼/担/卖/的/水果/较/俗/。
你不要被人当做傻瓜。	你/毋通/予/人/当做/盼仔/。
